97.18	14.48	190.73	123.89	38.44	76.18	34.38
97.46	14.65	190.7	123.92	38.78	76.46	33.97
96.89	14.61	186.6	123.01	38.63	76.07	33.97
96.45	14.48	184.98	122.22	38.52	75.76	33.63
96.26	14.36	183.03	121.21	38.35	75.92	33.41
95.66	14.37	184.15	121.37	38.24	74.93	33.34
95.16	14.32	183.13	120.86	38.54	74.61	33.74
94.52	14.25	183.96	120.55	37.9	74.69	33.32
94.36	14.12	182.27	120.43	38.18	72.98	33.83
94.86	14.17	182.64	120.37	38.1	72.59	33.65
96.08	14.12	182.16	121.81	38.35	73.45	33.58
94.84	14.11	182.74	118.81	38.15	74.29	33.69
95.31	14.49	184.74	118.84	38.12	75.13	33.82
95.13	14.57	185.42	119.53	38.52	75.42	34.29
95.46	14.57	185.19	118.29	38.31	74.74	33.82
95.11	14.34	184.86	117.7	38.28	74.25	33.48
95.5	14.29	184.56	118.29	38.65	74.73	33.87
95.48	14.15	184.23	118.66	38.78	72.9	33.79
95.03	14.42	185.34	119.88	39.05	72.84	34.18
95.39	14.32	185.79	120.25	39.09	73.34	34.35
96.11	14.6	187.53	122.05	39.53	73.62	34.77
96.45	14.51	188.42	122.5	39.65	73.78	34.72
97.04	14.41	189.09	121.8	39.83	73.21	34.92
97.62	14.45	187.82	122.5	40.16	73.42	34.8
98.04	14.61	187.93	123.07	40.2	73.72	35.29
98.33	14.53	188.56	123.33	40.15	73.73	35.59
98.69	14.64	190.99	123.14	40.37	73.28	35.48
99.31	14.8	195.5	123.99	40.29	72.48	35.67
99.2	14.84	195.16	124.95	40.22	72.73	35.77
99	14.95	195.81	126.44	40.57	71.98	35.72
98.08	14.6	195.04	125.89	40.08	71.61	35.27
98.37	14.52	196.01	125.78	40.32	71.12	35.42
97.87	14.52	196.21	126.17	40.28	71.32	35.88
98.03	14.73	197.35	127.56	40.64	71.8	35.6
97.49	14.83	197.22	127.76	40.84	72.23	35.46
96.66	14.71	196.61	126.37	40.86	72.71	35.4
96.76	14.94	194.98	127.26	40.96	72.7	35.81
97.58	14.92	194.09	127.03	40.84	72.86	35.58
100.27	14.75	193.54	126.91	41.09	72.57	35.81
100.18	14.76	197.99	125.47	40.81	72.65	35.74
100.1	14.31	194.55	124.35	40.84	72.88	35.96
100.88	13.92	193.85	124.12	40.23	73.47	35.88
100.75	13.88	194	124.68	41.01	73.71	35.55
101.58	13.78	192.07	124.06	41.03	73.65	35.81
100.79	13.51	192.8	123.77	41.03	73.48	35.87
99.98	13.37	192.25	122.9	40.68	72.3	35.39
99.99	13.53	191.3	123.27	40.83	71.23	35.6
99.88	13.28	194.98	121.24	40.54	71.06	35.58
99.86	13.06	194.93	120.51	40.52	70.72	35.83
100.35	12.83	193.25	119.08	40.49	70.72	35.62
99.93	12.9	191.5	119.15	40.37	70.66	35.53
99.82	12.93	191.28	119.08	40.46	70.87	35.3
99	12.86	191.11	118.34	40.11	70.71	35.4
99.65	13.01	195.65	118.71	40.26	70.42	35.63
98.84	12.76	194.86	118.15	40.33	69.61	35.33
97.52	12.67	194.98	117.45	39.72	68.91	35.03
97.29	12.3	193.54	116.82	39.53	68.42	34.46
97.23	12.69	195.46	118.93	39.76	69.6	34.47
96.79	12.89	197.35	117.95	39.13	70.01	34.35
98.81	13.19	201.94	120.5	40.41	71.9	35.25
99.75	13.27	204.87	121.52	40.93	73.12	36.17
98.74	13.21	203.04	121.22	40.68	73.29	35.76
98.42	13.07	202.2	120.28	40.34	72.64	35.91
98.88	13.21	203.77	121.66	40.41	72.77	36.3
98.24	13.06	201.2	119.97	40.39	72.59	35.62
98.23	13.12	203.98	121.45	40.79	72	35.76
99.53	13.3	205.02	122.69	41.18	72.57	35.99
98.28	13.38	206.35	121.7	41.41	71.98	35.45
96.68	13.2	203.8	120.59	40.79	71.47	35.81
96.42	13.09	202.74	121.57	40.65	71.08	35.26
98.37	13.36	206.19	122.96	41.42	71.86	35.67
97.96	13.55	208.95	124.09	40.81	71.59	35.07
96.57	13.66	208.02	122.75	39.99	71.76	34.99
97.07	13.83	209.36	125.11	40.77	73.13	35.5
99.05	13.48	207.92	125.49	41.4	72.72	35.91
101.24	13.35	207.78	126.43	42.55	73.45	36.18
100.29	13.24	205.72	125.45	42.24	74.36	36.75
101.03	13.21	206.16	125.4	41.93	73.82	36.74
101.74	13.31	206.99	124.93	42.25	74.62	36.62
102.14	13.44	208.65	125.94	42.34	74.63	36.94
101.54	13.51	207.6	124.78	42.38	74.16	37.22
101.54	13.43	208.44	123.42	42.97	74.15	37.44
101.12	13.36	204.69	122.76	43.09	75.01	37.38
101.95	13.44	203.32	123.01	42.92	75.5	37.53
101.2	13.34	203.21	125	42.52	74.59	37.23
100.38	12.98	202.47	122.85	42.19	74.65	37
100.2	13.02	204.47	123.23	42.15	74.94	37.36
99.69	12.91	203.24	123.64	42.12	74.22	37.33
100.95	13.02	204.82	123.36	42.46	74.97	37.83
102.29	12.9	203.63	123.04	42.7	73.34	37.52
102.07	12.88	202.78	123.25	42.08	72.95	37.09
102.92	12.24	204.51	123.49	42.24	73.49	37.34
102.06	12.19	202.39	122.04	41.96	73.5	37.56
